"domain","type","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years"
".land","domainregister","19.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".land","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".land","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".law.pro","domaintransfer","189.0"
".law.pro","domainregister","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".law.pro","domainrenew","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".lc","domainregister","24.99","49.98","74.97","99.96","124.95","149.94","174.93","199.92","224.91","249.9"
".lc","domainrenew","24.99","49.98","74.97","99.96","124.95","149.94","174.93","199.92","224.91","249.9"
".lc","domaintransfer","24.99","49.98","74.97","99.96","124.95","149.94","174.93","199.92","224.91","249.9"
".lease","domainregister","40.59","81.18","121.77","162.36","202.95","243.54","284.13","324.72","365.31","405.9"
".lease","domainrenew","40.59","81.18","121.77","162.36","202.95","243.54","284.13","324.72","365.31","405.9"
".lease","domaintransfer","40.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".legal","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".legal","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".legal","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".lgbt","domaintransfer","35.59"
".lgbt","domainregister","19.99","85.4","150.81","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".lgbt","domainrenew","35.59","71.18","106.77","142.36","177.95","213.54","249.13","284.72","320.31","355.9"
".life","domainregister","2.99","28.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".life","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".life","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".lighting","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".lighting","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".lighting","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".limited","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".limited","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".limited","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".limo","domainregister","41.59","83.18","124.77","166.36","207.95","249.54","291.13","332.72","374.31","415.9"
".limo","domainrenew","41.59","83.18","124.77","166.36","207.95","249.54","291.13","332.72","374.31","415.9"
".limo","domaintransfer","41.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".link","domainregister","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".link","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".link","domaintransfer","8.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".loan","domaintransfer","5.99"
".loan","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".loan","domainrenew","5.49","10.98","16.47","21.96","27.45","32.94","38.43","43.92","49.41","54.9"
".loans","domainregister","19.99","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".loans","domainrenew","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".loans","domaintransfer","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".lotto","domaintransfer","1859.0"
".lotto","domainregister","1859.0","3718.0","5577.0","7436.0","9295.0","11154.0","13013.0","14872.0","16731.0","18590.0"
".lotto","domainrenew","1859.0","3718.0","5577.0","7436.0","9295.0","11154.0","13013.0","14872.0","16731.0","18590.0"
".love","domaintransfer","23.99"
".love","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".love","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".ltd","domainregister","11.99","27.88","41.77","20.96","26.95","32.94","111.23","127.12","143.01","158.9"
".ltd","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".ltd","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".ltd.uk","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".ltd.uk","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".maison","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".maison","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".maison","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".management","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".management","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".management","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".marketing","domainregister","9.99","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".marketing","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".marketing","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".mba","domainregister","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".mba","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".mba","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".me","domainregister","8.59","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".me","domainrenew","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".me","domaintransfer","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".me.uk","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".me.uk","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".med.pro","domaintransfer","189.0"
".med.pro","domainregister","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".med.pro","domainrenew","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".media","domainregister","14.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".media","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".media","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".memorial","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".memorial","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".memorial","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".men","domaintransfer","5.99"
".men","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".men","domainrenew","5.99","11.98","17.97","23.96","29.95","35.94","41.93","47.92","53.91","59.9"
".menu","domaintransfer","32.99"
".menu","domainregister","32.99","65.98","98.97","131.96","164.95","197.94","230.93","263.92","296.91","329.9"
".menu","domainrenew","32.99","65.98","98.97","131.96","164.95","197.94","230.93","263.92","296.91","329.9"
".mn","domainregister","52.99","105.98","158.97","211.96","264.95","317.94","370.93","423.92","476.91","529.9"
".mn","domainrenew","52.99","105.98","158.97","211.96","264.95","317.94","370.93","423.92","476.91","529.9"
".mn","domaintransfer","52.99","105.98","158.97","211.96","264.95","317.94","370.93","423.92","476.91","529.9"
".mobi","domaintransfer","17.72"
".mobi","domainregister","4.99","22.71","39.28","56.65","74.02","91.39","108.76","126.13","143.5","160.87"
".mobi","domainrenew","17.92","35.84","53.76","71.68","89.6","107.52","125.44","143.36","161.28","179.2"
".money","domainregister","19.99","57.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".money","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".money","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".movie","domainregister","289.0","578.0","867.0","1156.0","1445.0","1734.0","2023.0","2312.0","2601.0","2890.0"
".movie","domainrenew","289.0","578.0","867.0","1156.0","1445.0","1734.0","2023.0","2312.0","2601.0","2890.0"
".movie","domaintransfer","289.0","578.0","867.0","1156.0","1445.0","1734.0","2023.0","2312.0","2601.0","2890.0"
".nagoya","domainregister","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".nagoya","domainrenew","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".nagoya","domaintransfer","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".name","domaintransfer","8.99"
".name","domainregister","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".name","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".name.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".name.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".net","domaintransfer","11.85"
".net","domainregister","11.85","23.7","35.55","47.4","59.25","71.1","82.95","94.8","106.65","118.5"
".net","domainrenew","11.85","23.7","35.55","47.4","59.25","71.1","82.95","94.8","106.65","118.5"
".net.ag","domainregister","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".net.ag","domainrenew","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".net.ag","domaintransfer","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".net.co","domaintransfer","15.0"
".net.co","domainregister","27.0","54.0","81.0","108.0","135.0","162.0","189.0","216.0","243.0","270.0"
".net.co","domainrenew","15.0","30.0","45.0","60.0","75.0","90.0","105.0","120.0","135.0","150.0"
".net.in","domaintransfer","6.49"
".net.in","domainregister","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".net.in","domainrenew","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".net.lc","domainregister","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".net.lc","domainrenew","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".net.lc","domaintransfer","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".net.tw","domaintransfer","26.99"
".net.tw","domainregister","26.99","53.98","80.97","107.96","134.95","161.94","188.93","215.92","242.91","269.9"
".net.tw","domainrenew","26.99","53.98","80.97","107.96","134.95","161.94","188.93","215.92","242.91","269.9"
".net.uk","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".net.uk","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".net.vc","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".net.vc","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".net.vc","domaintransfer","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".net.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".net.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".network","domainregister","9.99","25.88","41.77","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".network","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".network","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".nom.ag","domainregister","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".nom.ag","domainrenew","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".nom.ag","domaintransfer","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".nom.co","domaintransfer","15.0"
".nom.co","domainregister","27.0","54.0","81.0","108.0","135.0","162.0","189.0","216.0","243.0","270.0"
".nom.co","domainrenew","15.0","30.0","45.0","60.0","75.0","90.0","105.0","120.0","135.0","150.0"
".nyc","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".nyc","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".nyc","domaintransfer","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".one","domaintransfer","8.59"
".one","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".one","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".online","domaintransfer","34.99"
".online","domainregister","1.99","36.98","71.97","106.96","174.95","209.94","244.93","279.92","314.91","349.9"
".online","domainrenew","34.99","69.98","104.97","139.96","174.95","209.94","244.93","279.92","314.91","349.9"
".org","domaintransfer","10.79"
".org","domainregister","9.99","20.78","31.57","42.36","53.15","63.94","74.73","86.32","97.11","107.9"
".org","domainrenew","10.79","21.58","32.37","43.16","53.95","64.74","75.53","86.32","97.11","107.9"
".org.ag","domainregister","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".org.ag","domainrenew","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".org.ag","domaintransfer","69.99","139.98","209.97","279.96","349.95","419.94","489.93","559.92","629.91","699.9"
".org.in","domaintransfer","6.49"
".org.in","domainregister","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".org.in","domainrenew","6.49","12.98","19.47","25.96","32.45","38.94","45.43","51.92","58.41","64.9"
".org.lc","domainregister","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".org.lc","domainrenew","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".org.lc","domaintransfer","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".org.tw","domaintransfer","26.99"
".org.tw","domainregister","26.99","53.98","80.97","107.96","134.95","161.94","188.93","215.92","242.91","269.9"
".org.tw","domainrenew","26.99","53.98","80.97","107.96","134.95","161.94","188.93","215.92","242.91","269.9"
".org.uk","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".org.uk","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".org.vc","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".org.vc","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".org.vc","domaintransfer","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".org.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".org.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".organic","domaintransfer","65.99"
".organic","domainregister","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".organic","domainrenew","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".p.lc","domainregister","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".p.lc","domainrenew","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".p.lc","domaintransfer","19.99","39.98","59.97","79.96","99.95","119.94","139.93","159.92","179.91","199.9"
".partners","domainregister","19.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".partners","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".partners","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".parts","domainregister","19.99","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".parts","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".parts","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".party","domaintransfer","5.99"
".party","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".party","domainrenew","5.99","11.98","17.97","23.96","29.95","35.94","41.93","47.92","53.91","59.9"
".pet","domaintransfer","21.68"
".pet","domainregister","14.99","36.67","58.35","80.03","101.71","130.08","151.76","173.44","195.12","216.8"
".pet","domainrenew","21.68","43.36","65.04","86.72","108.4","130.08","151.76","173.44","195.12","216.8"
".photo","domainregister","25.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".photo","domainrenew","25.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".photo","domaintransfer","25.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".photography","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".photography","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".photography","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".photos","domainregister","9.99","32.58","39.17","54.76","77.95","93.54","109.13","124.72","140.31","155.9"
".photos","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".photos","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".pics","domainregister","24.99","49.98","74.97","99.96","124.95","149.94","174.93","199.92","224.91","249.9"
".pics","domainrenew","24.99","49.98","74.97","99.96","124.95","149.94","174.93","199.92","224.91","249.9"
".pics","domaintransfer","24.99","31.98","47.97","63.96","79.95","95.94","111.93","127.92","143.91","159.9"
".pictures","domainregister","4.99","12.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".pictures","domainrenew","7.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".pictures","domaintransfer","7.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".pink","domaintransfer","21.68"
".pink","domainregister","14.99","36.67","58.35","80.03","101.71","123.39","145.07","92.72","104.31","115.9"
".pink","domainrenew","21.68","43.36","65.04","86.72","108.4","130.08","151.76","173.44","195.12","216.8"
".pizza","domainregister","14.99","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".pizza","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".pizza","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".place","domainregister","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".place","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".place","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".plc.uk","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".plc.uk","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".plumbing","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".plumbing","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".plumbing","domaintransfer","41.09","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".plus","domainregister","9.99","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".plus","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".plus","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".poker","domaintransfer","65.41"
".poker","domainregister","19.99","85.4","150.81","261.64","327.05","392.46","457.87","523.28","588.69","654.1"
".poker","domainrenew","65.41","130.82","196.23","261.64","327.05","392.46","457.87","523.28","588.69","654.1"
".porn","domaintransfer","91.0"
".porn","domainregister","91.0","182.0","273.0","364.0","455.0","546.0","637.0","728.0","819.0","910.0"
".porn","domainrenew","91.0","182.0","273.0","364.0","455.0","546.0","637.0","728.0","819.0","910.0"
".press","domainregister","30.99","89.98","148.97","207.96","294.95","353.94","412.93","471.92","530.91","589.9"
".press","domainrenew","58.99","117.98","176.97","235.96","294.95","353.94","412.93","471.92","530.91","589.9"
".press","domaintransfer","58.99","117.98","176.97","235.96","294.95","353.94","412.93","471.92","530.91","589.9"
".pro","domaintransfer","17.19"
".pro","domainregister","4.99","19.96","35.7","51.44","67.18","82.92","98.66","114.4","130.14","145.88"
".pro","domainrenew","17.19","34.38","51.57","68.76","85.95","103.14","120.33","137.52","154.71","171.9"
".pro.vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".pro.vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".productions","domainregister","9.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".productions","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".productions","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".properties","domainregister","9.99","33.58","55.17","78.76","117.95","141.54","165.13","188.72","212.31","235.9"
".properties","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".properties","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".property","domainregister","120.99","241.98","362.97","483.96","604.95","725.94","846.93","967.92","1088.91","1209.9"
".property","domainrenew","120.99","241.98","362.97","483.96","604.95","725.94","846.93","967.92","1088.91","1209.9"
".property","domaintransfer","120.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".protection","domaintransfer","2395.0"
".protection","domainregister","2395.0","4790.0","7185.0","9580.0","11975.0","14370.0","16765.0","19160.0","21555.0","23950.0"
".protection","domainrenew","2395.0","4790.0","7185.0","9580.0","11975.0","14370.0","16765.0","19160.0","21555.0","23950.0"
".pw","domaintransfer","15.99"
".pw","domainregister","3.99","11.38","18.77","26.16","36.95","44.34","51.73","59.12","66.51","73.9"
".pw","domainrenew","15.99","36.78","55.17","73.56","91.95","110.34","128.73","147.12","165.51","183.9"
".racing","domaintransfer","8.99"
".racing","domainregister","7.99","13.98","20.97","27.96","34.95","41.94","48.93","55.92","62.91","69.9"
".racing","domainrenew","22.99","45.98","68.97","91.96","114.95","137.94","160.93","183.92","206.91","229.9"
".recht.pro","domaintransfer","189.0"
".recht.pro","domainregister","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".recht.pro","domainrenew","189.0","378.0","567.0","756.0","945.0","1134.0","1323.0","1512.0","1701.0","1890.0"
".recipes","domainregister","9.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".recipes","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".recipes","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".red","domaintransfer","21.68"
".red","domainregister","14.99","36.67","58.35","80.03","101.71","123.39","145.07","173.44","195.12","216.8"
".red","domainrenew","21.68","43.36","65.04","86.72","108.4","130.08","151.76","173.44","195.12","216.8"
".reisen","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".reisen","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".reisen","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".rent","domaintransfer","54.59"
".rent","domainregister","54.59","109.18","163.77","218.36","272.95","327.54","382.13","436.72","491.31","545.9"
".rent","domainrenew","54.59","109.18","163.77","218.36","272.95","327.54","382.13","436.72","491.31","545.9"
".rentals","domainregister","9.99","33.58","39.17","54.76","117.95","141.54","165.13","188.72","212.31","235.9"
".rentals","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".rentals","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".repair","domainregister","9.99","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".repair","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".repair","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".report","domainregister","9.99","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".report","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".report","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".rest","domainregister","29.99","59.98","89.97","119.96","149.95","179.94","209.93","239.92","269.91","299.9"
".rest","domainrenew","29.99","59.98","89.97","119.96","149.95","179.94","209.93","239.92","269.91","299.9"
".rest","domaintransfer","29.99","59.98","89.97","119.96","149.95","179.94","209.93","239.92","269.91","299.9"
".restaurant","domainregister","19.99","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".restaurant","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".restaurant","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".review","domaintransfer","8.99"
".review","domainregister","7.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".review","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".rodeo","domaintransfer","23.99"
".rodeo","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".rodeo","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".run","domainregister","4.99","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".run","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".run","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".salon","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".salon","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".salon","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".sc","domainregister","84.99","169.98","254.97","339.96","424.95","509.94","594.93","679.92","764.91","849.9"
".sc","domainrenew","84.99","169.98","254.97","339.96","424.95","509.94","594.93","679.92","764.91","849.9"
